0, 0.010000, 1
1, 0.030000, 2
2, 0.050000, 2
3, 0.070000, 2
4, 0.090000, 1
5, 0.110000, 2
6, 0.130000, 3
7, 0.150000, 1
8, 0.170000, 3
9, 0.190000, 5
10, 0.210000, 0
11, 0.230000, 2
12, 0.250000, 2
13, 0.270000, 4
14, 0.290000, 2
15, 0.310000, 0
16, 0.330000, 0
17, 0.350000, 2
18, 0.370000, 0
19, 0.390000, 5
20, 0.410000, 5
21, 0.430000, 5
22, 0.450000, 1
23, 0.470000, 3
24, 0.490000, 3
25, 0.510000, 7
26, 0.530000, 3
27, 0.550000, 4
28, 0.570000, 1
29, 0.590000, 0
30, 0.610000, 2
31, 0.630000, 3
32, 0.650000, 2
33, 0.670000, 1
34, 0.690000, 3
35, 0.710000, 3
36, 0.730000, 3
37, 0.750000, 1
38, 0.770000, 4
39, 0.790000, 2
40, 0.810000, 0
41, 0.830000, 3
42, 0.850000, 4
43, 0.870000, 2
44, 0.890000, 4
45, 0.910000, 1
46, 0.930000, 1
47, 0.950000, 0
48, 0.970000, 2
49, 0.990000, 25648
