0, 0.010000, 44766
1, 0.030000, 43614
2, 0.050000, 21173
3, 0.070000, 8831
4, 0.090000, 3579
5, 0.110000, 1367
6, 0.130000, 483
7, 0.150000, 183
8, 0.170000, 47
9, 0.190000, 26
10, 0.210000, 16
11, 0.230000, 0
12, 0.250000, 0
13, 0.270000, 0
14, 0.290000, 0
15, 0.310000, 0
16, 0.330000, 0
17, 0.350000, 0
18, 0.370000, 0
19, 0.390000, 0
20, 0.410000, 0
21, 0.430000, 0
22, 0.450000, 0
23, 0.470000, 0
24, 0.490000, 0
25, 0.510000, 0
26, 0.530000, 0
27, 0.550000, 0
28, 0.570000, 0
29, 0.590000, 0
30, 0.610000, 0
31, 0.630000, 0
32, 0.650000, 0
33, 0.670000, 0
34, 0.690000, 0
35, 0.710000, 0
36, 0.730000, 0
37, 0.750000, 0
38, 0.770000, 0
39, 0.790000, 0
40, 0.810000, 0
41, 0.830000, 0
42, 0.850000, 0
43, 0.870000, 0
44, 0.890000, 0
45, 0.910000, 0
46, 0.930000, 0
47, 0.950000, 0
48, 0.970000, 0
49, 0.990000, 0
