0, 0.020833, 11268168
1, 0.062500, 11260944
2, 0.104167, 44757
3, 0.145833, 42968
4, 0.187500, 36942
5, 0.229167, 33052
6, 0.270833, 29166
7, 0.312500, 25192
8, 0.354167, 21427
9, 0.395833, 17941
10, 0.437500, 135676309
11, 0.479167, 13149
12, 0.520833, 9409
13, 0.562500, 7317
14, 0.604167, 5558
15, 0.645833, 4211
16, 0.687500, 3211
17, 0.729167, 2425
18, 0.770833, 1847
19, 0.812500, 1407
20, 0.854167, 1996182902
21, 0.895833, 815
22, 0.937500, 643
23, 0.979167, 492
